41

New York,Memphis,T_300,1497.706677,374.4266692,1671482121,143220000,TRAIN
New York,Atlanta,T_301,860.4913378,215.1228345,1671267493,63780000,TRAIN
New York,Omaha,T_302,1452.469004,363.117251,1671452470,116100000,TRAIN
New York,Detroit,T_303,672.152545,168.0381362,1671437329,84662000,TRAIN
New York,Boston,T_304,231.5309124,57.88272811,1671380217,15060000,TRAIN
New York,Houston,T_305,1742.924528,435.7311321,1671317958,188280000,TRAIN
New York,Portland,T_306,347.8695834,86.96739585,1671372039,27300000,TRAIN
New York,Mesa,T_307,2548.770636,637.1926591,1671360252,201900000,TRAIN
New York,Raleigh,T_308,263.8589814,65.96474536,1671374987,19740000,TRAIN
New York,Virginia Beach,T_309,444.8115372,111.2028843,1671467849,37320000,TRAIN
Los Angeles,Philadelphia,T_310,3539.273914,884.8184785,1671456533,309540000,TRAIN
Los Angeles,Omaha,T_311,2271.462701,567.8656752,1671372823,179940000,TRAIN
Los Angeles,Raleigh,T_312,3763.670866,940.9177165,1671449951,336540000,TRAIN
Los Angeles,Indianapolis,T_313,2901.923116,725.480779,1671240585,242400000,TRAIN
Los Angeles,Arlington,T_314,3741.505941,935.3764853,1671371369,332385000,TRAIN
Los Angeles,Fort Worth,T_315,1697.634039,424.4085097,1671395287,136680000,TRAIN
Los Angeles,Colorado Springs,T_316,1808.03551,452.0088775,1671381213,156766000,TRAIN
Chicago,Virginia Beach,T_317,1013.791641,253.4479103,1671316975,88920000,TRAIN
Chicago,Bakersfield,T_318,2664.014452,666.0036129,1671377830,215820000,TRAIN
Chicago,Tucson,T_319,2214.356221,553.5890552,1671396203,198000000,TRAIN
Houston,Sacramento,T_320,2176.397909,544.0994772,1671262035,197640000,TRAIN
Houston,Portland,T_321,2060.066073,515.0165183,1671457425,174574000,TRAIN
Houston,Long Beach,T_322,1989.747381,497.4368453,1671418744,195813000,TRAIN
Houston,Fresno,T_323,1837.072798,459.2681995,1671386846,163020000,TRAIN
Houston,Bakersfield,T_324,1755.57005,438.8925124,1671413676,148500000,TRAIN
Houston,Minneapolis,T_325,1471.868828,367.967207,1671362062,125460000,TRAIN
Houston,El Paso,T_326,813.7847439,203.446186,1671266519,70020000,TRAIN
Houston,Baltimore,T_327,1527.495203,381.8738007,1671329500,136714000,TRAIN
Philadelphia,Atlanta,T_328,770.2328505,192.5582126,1671298985,59580000,TRAIN
Philadelphia,Sacramento,T_329,3371.163854,842.7909635,1671435152,269880000,TRAIN
Philadelphia,San Diego,T_330,3211.112355,802.7780887,1671382429,311306000,TRAIN
Philadelphia,Jacksonville,T_331,886.7877585,221.6969396,1671237896,59400000,TRAIN
Philadelphia,Denver,T_332,347.4557503,86.86393757,1671361737,32834000,TRAIN
Philadelphia,Arlington,T_333,330.4805159,82.62012899,1671336128,26371000,TRAIN
Philadelphia,Fort Worth,T_334,1880.506631,470.1266578,1671273265,164760000,TRAIN
Philadelphia,Kansas City,T_335,1465.736518,366.4341294,1671382635,113580000,TRAIN
San Antonio,Tulsa,T_336,638.2381158,159.5595289,1671297223,109800000,TRAIN
San Antonio,Denver,T_337,2340.037205,585.0093011,1671333491,227580000,TRAIN
San Antonio,NashvilleDavidson,T_338,1340.609175,335.1522938,1671372463,135900000,TRAIN
San Antonio,Philadelphia,T_339,2207.693881,551.9234702,1671297086,198660000,TRAIN
San Antonio,Wichita,T_340,683.0066536,170.7516634,1671350587,64364000,TRAIN
San Antonio,Baltimore,T_341,2113.615204,528.4038011,1671331837,194100000,TRAIN
San Antonio,Detroit,T_342,1581.955264,395.488816,1671309916,132000000,TRAIN
San Diego,El Paso,T_343,939.3377254,234.8344313,1671344363,81840000,TRAIN
San Diego,Oklahoma City,T_344,2071.666448,517.9166121,1671388796,187260000,TRAIN
San Diego,Baltimore,T_345,3298.012953,824.5032383,1671443927,328093000,TRAIN
San Diego,Fort Worth,T_346,1827.883964,456.970991,1671391500,160320000,TRAIN
San Diego,Chicago,T_347,2845.261537,711.3153843,1671442487,245880000,TRAIN
Austin,Chicago,T_348,2784.810838,696.2027095,1671441751,234838000,TRAIN
Austin,San Antonio,T_349,1483.016224,370.7540559,1671438982,116398000,TRAIN
Austin,New York,T_350,3436.053628,859.0134069,1671338972,333478000,TRAIN
Austin,Colorado Springs,T_351,1855.136675,463.7841686,1671297083,210104000,TRAIN
Austin,Denver,T_352,3822.760763,955.6901906,1671489998,351778000,TRAIN
Austin,Oklahoma City,T_353,2011.937161,502.9842902,1671486710,176218000,TRAIN
Austin,Bakersfield,T_354,215.6176011,53.90440028,1671312696,28078000,TRAIN
Austin,Wichita,T_355,2165.979381,541.4948453,1671486542,188562000,TRAIN
Jacksonville,Boston,T_356,1208.641781,302.1604452,1671288757,84420000,TRAIN
Jacksonville,Detroit,T_357,1382.871724,345.717931,1671298129,117060000,TRAIN
Jacksonville,Sacramento,T_358,3883.414029,970.8535072,1671440033,324540000,TRAIN
Jacksonville,Portland,T_359,1325.378129,331.3445323,1671244139,114540000,TRAIN
Fort Worth,Philadelphia,T_360,1923.288646,480.8221615,1671437317,172260000,TRAIN
Fort Worth,Baltimore,T_361,1829.20997,457.3024924,1671370141,167700000,TRAIN
Fort Worth,Mesa,T_362,1319.810024,329.9525059,1671356107,147660000,TRAIN
Fort Worth,Portland,T_363,2150.222656,537.5556639,1671319340,207600000,TRAIN
Fort Worth,Virginia Beach,T_364,2031.224517,507.8061292,1671430029,190920000,TRAIN
Fort Worth,Detroit,T_365,1297.550029,324.3875073,1671244699,105600000,TRAIN
Fort Worth,Chicago,T_366,1017.432875,254.3582189,1671377385,84240000,TRAIN
Columbus,Las Vegas,T_367,2203.392751,550.8481877,1671258161,253349000,TRAIN
Columbus,Kansas City,T_368,895.9772143,223.9943036,1671432359,104700000,TRAIN
Indianapolis,Fresno,T_369,2720.427482,680.1068705,1671481790,287468000,TRAIN
Indianapolis,Columbus,T_370,190.6683127,47.66707818,1671247251,39900000,TRAIN
Indianapolis,Long Beach,T_371,1230.610353,307.6525881,1671313103,136807000,TRAIN
Indianapolis,Milwaukee,T_372,253.7859362,63.44648404,1671237662,20408000,TRAIN
Indianapolis,Oakland,T_373,1378.730907,344.6827269,1671361000,138940000,TRAIN
Indianapolis,Memphis,T_374,707.9435146,176.9858786,1671371503,52388000,TRAIN
Indianapolis,Colorado Springs,T_375,1302.448918,325.6122295,1671445326,107426000,TRAIN
Indianapolis,Boston,T_376,1184.070907,296.0177269,1671246774,99488000,TRAIN
Indianapolis,Chicago,T_377,182.8297176,45.70742939,1671323651,17888000,TRAIN
San Francisco,Las Vegas,T_378,678.1077646,169.5269412,1671337965,80729000,TRAIN
San Francisco,Philadelphia,T_379,3471.845219,867.9613046,1671401237,294420000,TRAIN
San Francisco,Colorado Springs,T_380,1461.836793,365.4591983,1671321204,131326000,TRAIN
San Francisco,Portland,T_381,3552.712926,888.1782315,1671354725,309360000,TRAIN
San Francisco,El Paso,T_382,1228.889776,307.2224441,1671399190,119700000,TRAIN
San Francisco,Detroit,T_383,2700.040299,675.0100749,1671481339,219960000,TRAIN
San Francisco,San Antonio,T_384,1883.330762,470.8326906,1671253706,153600000,TRAIN
Denver,El Paso,T_385,2810.298855,702.5747138,1671280799,282540000,TRAIN
Denver,Mesa,T_386,2808.687019,702.1717547,1671237002,243794000,TRAIN
Denver,Tulsa,T_387,1664.465255,416.1163137,1671375471,153194000,TRAIN
Denver,Los Angeles,T_388,3620.028532,905.007133,1671478054,344520000,TRAIN
Denver,Virginia Beach,T_389,702.6388703,175.6597176,1671360217,67814000,TRAIN
Denver,Detroit,T_390,1033.356129,258.3390322,1671421650,81720000,TRAIN
Denver,Baltimore,T_391,442.2719939,110.5679985,1671424624,40454000,TRAIN
NashvilleDavidson,Denver,T_392,1142.195473,285.5488683,1671253251,92280000,TRAIN
NashvilleDavidson,Fresno,T_393,2339.878755,584.9696887,1671290886,185040000,TRAIN
NashvilleDavidson,Arlington,T_394,1129.278413,282.3196032,1671240660,86580000,TRAIN
NashvilleDavidson,Chicago,T_395,531.6375711,132.9093928,1671441600,44400000,TRAIN
NashvilleDavidson,Indianapolis,T_396,291.2552288,72.81380721,1671439972,18300000,TRAIN
NashvilleDavidson,Atlanta,T_397,247.6635677,61.91589192,1671423425,15000000,TRAIN
NashvilleDavidson,Philadelphia,T_398,798.2479834,199.5619958,1671424104,64800000,TRAIN
