50

New York,Memphis,A_100,1536,384,1671346359,27000000,AIR
New York,Atlanta,A_101,1202,300.5,1671351490,21600000,AIR
New York,Omaha,A_102,1845,461.25,1671315335,32400000,AIR
New York,Detroit,A_103,774,193.5,1671302284,12600000,AIR
New York,Boston,A_104,307,76.75,1671338360,5400000,AIR
New York,Houston,A_105,2285,571.25,1671486414,39600000,AIR
New York,Portland,A_106,3931,982.75,1671472777,70200000,AIR
New York,Mesa,A_107,3430,857.5,1671401068,61200000,AIR
New York,Raleigh,A_108,683,170.75,1671335620,10800000,AIR
New York,Virginia Beach,A_109,463,115.75,1671244233,7200000,AIR
Los Angeles,Philadelphia,A_110,3849,962.25,1671329171,68400000,AIR
Los Angeles,Omaha,A_111,2111,527.75,1671258790,37800000,AIR
Los Angeles,Raleigh,A_112,3597,899.25,1671489502,63000000,AIR
Los Angeles,Indianapolis,A_113,2910,727.5,1671324071,52200000,AIR
Los Angeles,Arlington,A_114,1967,491.75,1671340720,34200000,AIR
Los Angeles,Washington,A_115,3697,924.25,1671301273,64800000,AIR
Los Angeles,Fort Worth,A_116,1947,486.75,1671274418,34200000,AIR
Los Angeles,Charlotte,A_117,3409,852.25,1671470900,61200000,AIR
Los Angeles,Las Vegas,A_118,368,92,1671252216,5400000,AIR
Los Angeles,Colorado Springs,A_119,1313,328.25,1671315007,23400000,AIR
Chicago,Virginia Beach,A_120,1147,286.75,1671481904,19800000,AIR
Chicago,Washington,A_121,957,239.25,1671442545,16200000,AIR
Chicago,Phoenix,A_122,2340,585,1671328772,41400000,AIR
Chicago,Bakersfield,A_123,2808,702,1671336629,50400000,AIR
Chicago,Miami,A_124,1920,480,1671473334,34200000,AIR
Chicago,Fort Worth,A_125,1331,332.75,1671346248,23400000,AIR
Chicago,Wichita,A_126,951,237.75,1671385136,16200000,AIR
Chicago,Tucson,A_127,2322,580.5,1671337129,41400000,AIR
Chicago,San Jose,A_128,2962,740.5,1671466407,52200000,AIR
Chicago,Dallas,A_129,1297,324.25,1671367386,21600000,AIR
Houston,Phoenix,A_130,1634,408.5,1671277013,28800000,AIR
Houston,Sacramento,A_131,2588,647,1671437849,45000000,AIR
Houston,Portland,A_132,2955,738.75,1671271696,52200000,AIR
Houston,Long Beach,A_133,2201,550.25,1671482875,39600000,AIR
Houston,Fresno,A_134,2394,598.5,1671306782,41400000,AIR
Houston,Bakersfield,A_135,2299,574.75,1671386438,39600000,AIR
Houston,Minneapolis,A_136,1705,426.25,1671395740,30600000,AIR
Houston,Washington,A_137,1963,490.75,1671476350,34200000,AIR
Houston,El Paso,A_138,1086,271.5,1671459708,18000000,AIR
Houston,Baltimore,A_139,2015,503.75,1671284595,36000000,AIR
Phoenix,San Antonio,A_140,1365,341.25,1671365252,23400000,AIR
Phoenix,Chicago,A_141,2340,585,1671269728,41400000,AIR
Phoenix,Washington,A_142,3187,796.75,1671272641,55800000,AIR
Phoenix,Indianapolis,A_143,2411,602.75,1671340811,43200000,AIR
Phoenix,Tulsa,A_144,1499,374.75,1671387000,25200000,AIR
Phoenix,Milwaukee,A_145,2356,589,1671450471,41400000,AIR
Phoenix,Denver,A_146,944,236,1671355500,16200000,AIR
Phoenix,San Francisco,A_147,1052,263,1671492568,18000000,AIR
Phoenix,Boston,A_148,3699,924.75,1671353225,64800000,AIR
Phoenix,Los Angeles,A_149,575,143.75,1671442975,9000000,AIR
Philadelphia,Atlanta,A_150,1072,268,1671392303,18000000,AIR
Philadelphia,Sacramento,A_151,3951,987.75,1671442326,70200000,AIR
Philadelphia,San Diego,A_152,3816,954,1671441609,68400000,AIR
Philadelphia,Seattle,A_153,3825,956.25,1671399002,68400000,AIR
Philadelphia,Jacksonville,A_154,1223,305.75,1671236451,21600000,AIR
Philadelphia,Denver,A_155,2538,634.5,1671328679,45000000,AIR
Philadelphia,San Jose,A_156,4027,1006.75,1671286626,72000000,AIR
Philadelphia,Arlington,A_157,2119,529.75,1671426361,37800000,AIR
Philadelphia,Fort Worth,A_158,2137,534.25,1671282152,37800000,AIR
Philadelphia,Kansas City,A_159,1667,416.75,1671249638,28800000,AIR
San Antonio,Tulsa,A_160,785,196.25,1671413109,12600000,AIR
San Antonio,Denver,A_161,1293,323.25,1671300913,21600000,AIR
San Antonio,Nashville-Davidson,A_162,1327,331.75,1671460919,23400000,AIR
San Antonio,Philadelphia,A_163,2426,606.5,1671373145,43200000,AIR
San Antonio,Wichita,A_164,926,231.5,1671469620,16200000,AIR
San Antonio,Charlotte,A_165,1779,444.75,1671394267,30600000,AIR
San Antonio,Miami,A_166,1849,462.25,1671255853,32400000,AIR
San Antonio,Baltimore,A_167,2283,570.75,1671248027,39600000,AIR
San Antonio,Detroit,A_168,1996,499,1671439612,34200000,AIR
San Diego,Jacksonville,A_169,3365,841.25,1671335021,59400000,AIR
San Diego,San Jose,A_170,671,167.75,1671295028,10800000,AIR
San Diego,Indianapolis,A_171,2877,719.25,1671236667,50400000,AIR
San Diego,Mesa,A_172,503,125.75,1671265309,9000000,AIR
San Diego,El Paso,A_173,1010,252.5,1671286524,18000000,AIR
San Diego,Oklahoma City,A_174,1834,458.5,1671367385,32400000,AIR
San Diego,Baltimore,A_175,3693,923.25,1671466008,64800000,AIR
